"site","year","type","abund_code","species_code","name"
505,1994,"shrub",4,12.00,"Balsam Fir"
506,1994,"shrub",4,94.00,"White Spruce"
508,1991,"shrub",4,55.00,"Red Raspberry"
508,1993,"shrub",4,763.00,"Chokecherry"
509,1991,"shrub",4,375.00,"Paper Birch"
510,1991,"shrub",4,746.00,"Quaking Aspen"
510,1992,"shrub",4,319.00,"Mountain Maple"
510,1993,"shrub",4,763.00,"Chokecherry"
512,1993,"shrub",4,55.00,"Red Raspberry"
513,1991,"shrub",4,920.00,"Willow"
514,1991,"shrub",4,22.00,"Hazelnut"
515,1991,"shrub",4,543.00,"Black Ash"
515,1992,"shrub",4,75.00,"Arrowood"
515,1993,"shrub",4,763.00,"Chokecherry"
515,1994,"shrub",4,77.00,"Vibernum sp."
516,1991,"shrub",4,920.00,"Willow"
517,1991,"shrub",4,352.00,"Alder"
517,1993,"shrub",4,763.00,"Chokecherry"
517,1994,"shrub",4,12.00,"Balsam Fir"
520,1993,"shrub",4,371.00,"Yellow Birch"
521,1992,"shrub",4,316.00,"Red Maple"
525,1991,"shrub",4,496.00,"Roundleaf Dogwood"
530,1992,"shrub",4,6.00,"Juneberry"
530,1994,"shrub",4,77.00,"Vibernum sp."
531,1992,"shrub",4,319.00,"Mountain Maple"
532,1992,"shrub",4,12.00,"Balsam Fir"
532,1993,"shrub",4,55.00,"Red Raspberry"
532,1994,"shrub",4,54.00,"Blackberry"
533,1991,"shrub",4,763.00,"Chokecherry"
533,1992,"shrub",4,53.00,"Wild Rose"
533,1994,"shrub",4,12.00,"Balsam Fir"
534,1991,"shrub",4,935.00,"Mountain Ash"
534,1992,"shrub",4,12.00,"Balsam Fir"
534,1994,"shrub",4,920.00,"Willow"
535,1992,"shrub",4,22.00,"Hazelnut"
535,1994,"shrub",4,22.00,"Hazelnut"
536,1992,"shrub",4,6.00,"Juneberry"
536,1993,"shrub",4,12.00,"Balsam Fir"
537,1991,"shrub",4,12.00,"Balsam Fir"
537,1992,"shrub",4,920.00,"Willow"
537,1993,"shrub",4,497.00,"Red Osier Dogwood"
537,1994,"shrub",4,544.00,"Green Ash"
538,1994,"shrub",4,54.00,"Blackberry"
540,1994,"shrub",4,12.00,"Balsam Fir"
541,1994,"shrub",4,746.00,"Quaking Aspen"
542,1992,"shrub",4,935.00,"Mountain Ash"
543,1993,"shrub",4,77.00,"Vibernum sp."
543,1994,"shrub",4,77.00,"Vibernum sp."
544,1993,"shrub",4,54.00,"Blackberry"
545,1991,"shrub",4,12.00,"Balsam Fir"
545,1992,"shrub",4,920.00,"Willow"
545,1993,"shrub",4,920.00,"Willow"
546,1992,"shrub",4,319.00,"Mountain Maple"
546,1993,"shrub",4,54.00,"Blackberry"
547,1992,"shrub",4,763.00,"Chokecherry"
547,1993,"shrub",4,352.00,"Alder"
548,1991,"shrub",4,12.00,"Balsam Fir"
548,1992,"shrub",4,935.00,"Mountain Ash"
548,1993,"shrub",4,15.00,"Leatherleaf"
549,1992,"shrub",4,763.00,"Chokecherry"
549,1994,"shrub",4,935.00,"Mountain Ash"
550,1992,"shrub",4,920.00,"Willow"
550,1993,"shrub",4,46.00,"Smooth Sumac"
551,1991,"shrub",4,352.00,"Alder"
551,1993,"shrub",4,12.00,"Balsam Fir"
553,1991,"shrub",4,12.00,"Balsam Fir"
553,1992,"shrub",4,22.00,"Hazelnut"
553,1993,"shrub",4,77.00,"Vibernum sp."
556,1993,"shrub",4,32.00,"Labrador Tea"
557,1992,"shrub",4,352.00,"Alder"
558,1992,"shrub",4,22.00,"Hazelnut"
560,1993,"shrub",4,74.00,"Blueberry sp."
562,1991,"shrub",4,920.00,"Willow"
562,1993,"shrub",4,34.00,"Honeysuckle"
563,1991,"shrub",4,316.00,"Red Maple"
564,1991,"shrub",4,75.00,"Arrowood"
565,1991,"shrub",4,741.00,"Balsam Poplar"
566,1991,"shrub",4,746.00,"Quaking Aspen"
566,1992,"shrub",4,12.00,"Balsam Fir"
566,1994,"shrub",4,12.00,"Balsam Fir"
570,1994,"shrub",4,319.00,"Mountain Maple"
572,1992,"shrub",4,12.00,"Balsam Fir"
573,1994,"shrub",4,74.00,"Blueberry sp."
574,1994,"shrub",4,12.00,"Balsam Fir"
575,1994,"shrub",4,55.00,"Red Raspberry"
576,1991,"shrub",4,920.00,"Willow"
576,1992,"shrub",4,12.00,"Balsam Fir"
576,1994,"shrub",4,920.00,"Willow"
577,1994,"shrub",4,22.00,"Hazelnut"
578,1991,"shrub",4,94.00,"White Spruce"
578,1992,"shrub",4,318.00,"Sugar Maple"
578,1994,"shrub",4,920.00,"Willow"
580,1991,"shrub",4,920.00,"Willow"
580,1992,"shrub",4,920.00,"Willow"
581,1991,"shrub",4,319.00,"Mountain Maple"
582,1991,"shrub",4,22.00,"Hazelnut"
582,1992,"shrub",4,12.00,"Balsam Fir"
583,1991,"shrub",4,22.00,"Hazelnut"
583,1992,"shrub",4,375.00,"Paper Birch"
584,1991,"shrub",4,22.00,"Hazelnut"
584,1992,"shrub",4,318.00,"Sugar Maple"
585,1992,"shrub",4,94.00,"White Spruce"
586,1992,"shrub",4,920.00,"Willow"
587,1991,"shrub",4,12.00,"Balsam Fir"
587,1992,"shrub",4,746.00,"Quaking Aspen"
588,1992,"shrub",4,833.00,"Northern Red Oak"
590,1992,"shrub",4,12.00,"Balsam Fir"
591,1992,"shrub",4,33.00,"Sweet Fern"
592,1992,"shrub",4,22.00,"Hazelnut"
593,1992,"shrub",4,319.00,"Mountain Maple"
594,1992,"shrub",4,319.00,"Mountain Maple"
594,1993,"shrub",4,12.00,"Balsam Fir"
595,1991,"shrub",4,763.00,"Chokecherry"
595,1992,"shrub",4,319.00,"Mountain Maple"
595,1993,"shrub",4,12.00,"Balsam Fir"
596,1994,"shrub",4,77.00,"Vibernum sp."
597,1991,"shrub",4,316.00,"Red Maple"
598,1991,"shrub",4,12.00,"Balsam Fir"
598,1992,"shrub",4,12.00,"Balsam Fir"
599,1991,"shrub",4,935.00,"Mountain Ash"
599,1992,"shrub",4,74.00,"Blueberry sp."
599,1993,"shrub",4,12.00,"Balsam Fir"
600,1991,"shrub",4,920.00,"Willow"
600,1992,"shrub",4,319.00,"Mountain Maple"
600,1993,"shrub",4,6.00,"Juneberry"
601,1992,"shrub",4,34.00,"Honeysuckle"
602,1992,"shrub",4,25.00,"Bush Honeysuckle"
603,1992,"shrub",4,746.00,"Quaking Aspen"
604,1991,"shrub",4,316.00,"Red Maple"
605,1991,"shrub",4,543.00,"Black Ash"
605,1992,"shrub",4,22.00,"Hazelnut"
606,1991,"shrub",4,319.00,"Mountain Maple"
609,1992,"shrub",4,741.00,"Balsam Poplar"
610,1991,"shrub",4,375.00,"Paper Birch"
610,1992,"shrub",4,741.00,"Balsam Poplar"
612,1991,"shrub",4,375.00,"Paper Birch"
612,1992,"shrub",4,22.00,"Hazelnut"
613,1992,"shrub",4,22.00,"Hazelnut"
614,1991,"shrub",4,25.00,"Bush Honeysuckle"
614,1992,"shrub",4,105.00,"Jack Pine"
615,1991,"shrub",4,15.00,"Leatherleaf"
615,1992,"shrub",4,920.00,"Willow"
615,1993,"shrub",4,352.00,"Alder"
616,1992,"shrub",4,763.00,"Chokecherry"
617,1991,"shrub",4,352.00,"Alder"
617,1992,"shrub",4,920.00,"Willow"
617,1993,"shrub",4,743.00,"Bigtooth Aspen"
618,1991,"shrub",4,920.00,"Willow"
618,1992,"shrub",4,763.00,"Chokecherry"
619,1991,"shrub",4,743.00,"Bigtooth Aspen"
619,1992,"shrub",4,105.00,"Jack Pine"
620,1992,"shrub",4,95.00,"Black Spruce"
620,1993,"shrub",4,105.00,"Jack Pine"
621,1991,"shrub",4,95.00,"Black Spruce"
621,1992,"shrub",4,318.00,"Sugar Maple"
621,1993,"shrub",4,94.00,"White Spruce"
622,1991,"shrub",4,55.00,"Red Raspberry"
622,1992,"shrub",4,94.00,"White Spruce"
622,1993,"shrub",4,33.00,"Sweet Fern"
623,1991,"shrub",4,352.00,"Alder"
623,1992,"shrub",4,920.00,"Willow"
623,1993,"shrub",4,920.00,"Willow"
624,1991,"shrub",4,833.00,"Northern Red Oak"
624,1992,"shrub",4,833.00,"Northern Red Oak"
624,1993,"shrub",4,22.00,"Hazelnut"
625,1991,"shrub",4,833.00,"Northern Red Oak"
625,1992,"shrub",4,746.00,"Quaking Aspen"
625,1993,"shrub",4,316.00,"Red Maple"
626,1993,"shrub",4,94.00,"White Spruce"
627,1993,"shrub",4,316.00,"Red Maple"
629,1992,"shrub",4,33.00,"Sweet Fern"
630,1993,"shrub",4,920.00,"Willow"
632,1991,"shrub",4,352.00,"Alder"
632,1993,"shrub",4,94.00,"White Spruce"
634,1993,"shrub",4,33.00,"Sweet Fern"
635,1992,"shrub",4,12.00,"Balsam Fir"
635,1993,"shrub",4,22.00,"Hazelnut"
636,1991,"shrub",4,95.00,"Black Spruce"
636,1993,"shrub",4,375.00,"Paper Birch"
637,1991,"shrub",4,352.00,"Alder"
637,1993,"shrub",4,95.00,"Black Spruce"
638,1992,"shrub",4,746.00,"Quaking Aspen"
638,1993,"shrub",4,920.00,"Willow"
639,1992,"shrub",4,55.00,"Red Raspberry"
640,1992,"shrub",4,743.00,"Bigtooth Aspen"
641,1991,"shrub",4,823.00,"Burr Oak"
641,1992,"shrub",4,55.00,"Red Raspberry"
643,1991,"shrub",4,352.00,"Alder"
643,1992,"shrub",4,920.00,"Willow"
643,1994,"shrub",4,25.00,"Bush Honeysuckle"
645,1992,"shrub",4,319.00,"Mountain Maple"
645,1994,"shrub",4,316.00,"Red Maple"
646,1993,"shrub",4,105.00,"Jack Pine"
647,1992,"shrub",4,543.00,"Black Ash"
648,1991,"shrub",4,319.00,"Mountain Maple"
648,1992,"shrub",4,375.00,"Paper Birch"
649,1992,"shrub",4,12.00,"Balsam Fir"
650,1991,"shrub",4,94.00,"White Spruce"
650,1992,"shrub",4,746.00,"Quaking Aspen"
650,1993,"shrub",4,746.00,"Quaking Aspen"
651,1992,"shrub",4,6.00,"Juneberry"
651,1993,"shrub",4,920.00,"Willow"
652,1992,"shrub",4,6.00,"Juneberry"
652,1993,"shrub",4,316.00,"Red Maple"
653,1991,"shrub",4,920.00,"Willow"
653,1992,"shrub",4,375.00,"Paper Birch"
654,1991,"shrub",4,746.00,"Quaking Aspen"
654,1992,"shrub",4,22.00,"Hazelnut"
656,1992,"shrub",4,746.00,"Quaking Aspen"
657,1992,"shrub",4,352.00,"Alder"
659,1992,"shrub",4,22.00,"Hazelnut"
660,1991,"shrub",4,352.00,"Alder"
660,1992,"shrub",4,94.00,"White Spruce"
662,1993,"shrub",4,833.00,"Northern Red Oak"
663,1993,"shrub",4,833.00,"Northern Red Oak"
663,1994,"shrub",4,74.00,"Blueberry sp."
664,1991,"shrub",4,22.00,"Hazelnut"
664,1993,"shrub",4,746.00,"Quaking Aspen"
665,1994,"shrub",4,74.00,"Blueberry sp."
666,1994,"shrub",4,935.00,"Mountain Ash"
667,1993,"shrub",4,935.00,"Mountain Ash"
668,1993,"shrub",4,763.00,"Chokecherry"
668,1994,"shrub",4,12.00,"Balsam Fir"
669,1993,"shrub",4,763.00,"Chokecherry"
669,1994,"shrub",4,74.00,"Blueberry sp."
670,1991,"shrub",4,319.00,"Mountain Maple"
670,1993,"shrub",4,129.00,"White Pine"
670,1994,"shrub",4,77.00,"Vibernum sp."
671,1993,"shrub",4,920.00,"Willow"
671,1994,"shrub",4,920.00,"Willow"
673,1993,"shrub",4,12.00,"Balsam Fir"
674,1991,"shrub",4,375.00,"Paper Birch"
675,1991,"shrub",4,22.00,"Hazelnut"
676,1991,"shrub",4,920.00,"Willow"
677,1991,"shrub",4,319.00,"Mountain Maple"
678,1993,"shrub",4,316.00,"Red Maple"
681,1991,"shrub",4,95.00,"Black Spruce"
681,1993,"shrub",4,125.00,"Red Pine"
683,1991,"shrub",4,543.00,"Black Ash"
683,1993,"shrub",4,319.00,"Mountain Maple"
684,1991,"shrub",4,94.00,"White Spruce"
684,1993,"shrub",4,833.00,"Northern Red Oak"
685,1991,"shrub",4,833.00,"Northern Red Oak"
686,1991,"shrub",4,12.00,"Balsam Fir"
686,1992,"shrub",4,746.00,"Quaking Aspen"
688,1991,"shrub",4,22.00,"Hazelnut"
688,1992,"shrub",4,746.00,"Quaking Aspen"
689,1991,"shrub",4,746.00,"Quaking Aspen"
689,1992,"shrub",4,12.00,"Balsam Fir"
689,1993,"shrub",4,316.00,"Red Maple"
690,1991,"shrub",4,129.00,"White Pine"
690,1992,"shrub",4,12.00,"Balsam Fir"
690,1993,"shrub",4,746.00,"Quaking Aspen"
691,1991,"shrub",4,125.00,"Red Pine"
691,1992,"shrub",4,316.00,"Red Maple"
691,1993,"shrub",4,316.00,"Red Maple"
693,1991,"shrub",4,352.00,"Alder"
694,1991,"shrub",4,316.00,"Red Maple"
694,1992,"shrub",4,746.00,"Quaking Aspen"
694,1993,"shrub",4,746.00,"Quaking Aspen"
695,1991,"shrub",4,375.00,"Paper Birch"
695,1992,"shrub",4,316.00,"Red Maple"
695,1993,"shrub",4,920.00,"Willow"
696,1991,"shrub",4,22.00,"Hazelnut"
696,1992,"shrub",4,743.00,"Bigtooth Aspen"
698,1994,"shrub",4,544.00,"Green Ash"
699,1994,"shrub",4,352.00,"Alder"
700,1994,"shrub",4,544.00,"Green Ash"
701,1991,"shrub",4,833.00,"Northern Red Oak"
701,1994,"shrub",4,22.00,"Hazelnut"
702,1991,"shrub",4,12.00,"Balsam Fir"
702,1994,"shrub",4,316.00,"Red Maple"
703,1994,"shrub",4,316.00,"Red Maple"
704,1994,"shrub",4,74.00,"Blueberry sp."
705,1991,"shrub",4,12.00,"Balsam Fir"
705,1994,"shrub",4,920.00,"Willow"
706,1991,"shrub",4,746.00,"Quaking Aspen"
707,1991,"shrub",4,22.00,"Hazelnut"
708,1991,"shrub",4,352.00,"Alder"
708,1994,"shrub",4,318.00,"Sugar Maple"
709,1991,"shrub",4,94.00,"White Spruce"
709,1994,"shrub",4,77.00,"Vibernum sp."
710,1991,"shrub",4,316.00,"Red Maple"
710,1993,"shrub",4,55.00,"Red Raspberry"
711,1993,"shrub",4,935.00,"Mountain Ash"
712,1993,"shrub",4,12.00,"Balsam Fir"
714,1993,"shrub",4,129.00,"White Pine"
715,1993,"shrub",4,22.00,"Hazelnut"
717,1993,"shrub",4,95.00,"Black Spruce"
719,1993,"shrub",4,12.00,"Balsam Fir"
720,1993,"shrub",4,746.00,"Quaking Aspen"
721,1993,"shrub",4,833.00,"Northern Red Oak"
722,1991,"shrub",4,316.00,"Red Maple"
722,1992,"shrub",4,375.00,"Paper Birch"
723,1991,"shrub",4,763.00,"Chokecherry"
723,1992,"shrub",4,741.00,"Balsam Poplar"
723,1994,"shrub",4,316.00,"Red Maple"
724,1991,"shrub",4,352.00,"Alder"
724,1992,"shrub",4,920.00,"Willow"
724,1993,"shrub",4,22.00,"Hazelnut"
726,1991,"shrub",4,12.00,"Balsam Fir"
726,1992,"shrub",4,12.00,"Balsam Fir"
727,1992,"shrub",4,746.00,"Quaking Aspen"
727,1993,"shrub",4,22.00,"Hazelnut"
728,1992,"shrub",4,935.00,"Mountain Ash"
729,1992,"shrub",4,94.00,"White Spruce"
730,1991,"shrub",4,920.00,"Willow"
730,1992,"shrub",4,352.00,"Alder"
730,1993,"shrub",4,920.00,"Willow"
731,1992,"shrub",4,125.00,"Red Pine"
731,1994,"shrub",4,763.00,"Chokecherry"
732,1992,"shrub",4,22.00,"Hazelnut"
732,1994,"shrub",4,746.00,"Quaking Aspen"
733,1992,"shrub",4,125.00,"Red Pine"
733,1993,"shrub",4,75.00,"Arrowood"
733,1994,"shrub",4,920.00,"Willow"
734,1991,"shrub",4,352.00,"Alder"
734,1992,"shrub",4,316.00,"Red Maple"
735,1992,"shrub",4,746.00,"Quaking Aspen"
736,1991,"shrub",4,741.00,"Balsam Poplar"
736,1992,"shrub",4,12.00,"Balsam Fir"
737,1992,"shrub",4,55.00,"Red Raspberry"
738,1992,"shrub",4,12.00,"Balsam Fir"
739,1992,"shrub",4,55.00,"Red Raspberry"
740,1992,"shrub",4,375.00,"Paper Birch"
741,1991,"shrub",4,319.00,"Mountain Maple"
741,1992,"shrub",4,741.00,"Balsam Poplar"
742,1992,"shrub",4,22.00,"Hazelnut"
743,1991,"shrub",4,920.00,"Willow"
743,1992,"shrub",4,55.00,"Red Raspberry"
744,1991,"shrub",4,319.00,"Mountain Maple"
744,1994,"shrub",4,920.00,"Willow"
745,1992,"shrub",4,741.00,"Balsam Poplar"
748,1991,"shrub",4,970.00,"Elm"
748,1993,"shrub",4,55.00,"Red Raspberry"
749,1993,"shrub",4,746.00,"Quaking Aspen"
750,1991,"shrub",4,54.00,"Blackberry"
750,1993,"shrub",4,55.00,"Red Raspberry"
752,1992,"shrub",4,75.00,"Arrowood"
753,1991,"shrub",4,920.00,"Willow"
753,1992,"shrub",4,94.00,"White Spruce"
753,1993,"shrub",4,83.00,"Highbush Cranberry"
755,1991,"shrub",4,51.00,"Current, Gooseberry"
755,1993,"shrub",4,51.00,"Current, Gooseberry"
756,1991,"shrub",4,316.00,"Red Maple"
756,1993,"shrub",4,352.00,"Alder"
757,1991,"shrub",4,920.00,"Willow"
757,1992,"shrub",4,746.00,"Quaking Aspen"
758,1992,"shrub",4,375.00,"Paper Birch"
758,1993,"shrub",4,316.00,"Red Maple"
759,1992,"shrub",4,22.00,"Hazelnut"
759,1993,"shrub",4,12.00,"Balsam Fir"
760,1991,"shrub",4,920.00,"Willow"
760,1992,"shrub",4,746.00,"Quaking Aspen"
760,1993,"shrub",4,375.00,"Paper Birch"
761,1993,"shrub",4,920.00,"Willow"
762,1991,"shrub",4,920.00,"Willow"
762,1992,"shrub",4,920.00,"Willow"
762,1993,"shrub",4,316.00,"Red Maple"
762,1994,"shrub",4,74.00,"Blueberry sp."
763,1992,"shrub",4,763.00,"Chokecherry"
763,1993,"shrub",4,12.00,"Balsam Fir"
764,1993,"shrub",4,920.00,"Willow"
764,1994,"shrub",4,352.00,"Alder"
765,1991,"shrub",4,375.00,"Paper Birch"
765,1992,"shrub",4,352.00,"Alder"
765,1993,"shrub",4,741.00,"Balsam Poplar"
765,1994,"shrub",4,741.00,"Balsam Poplar"
766,1991,"shrub",4,920.00,"Willow"
766,1992,"shrub",4,22.00,"Hazelnut"
766,1993,"shrub",4,920.00,"Willow"
766,1994,"shrub",4,920.00,"Willow"
767,1992,"shrub",4,920.00,"Willow"
767,1993,"shrub",4,920.00,"Willow"
767,1994,"shrub",4,920.00,"Willow"
769,1992,"shrub",4,375.00,"Paper Birch"
770,1991,"shrub",4,543.00,"Black Ash"
770,1992,"shrub",4,319.00,"Mountain Maple"
770,1993,"shrub",4,319.00,"Mountain Maple"
771,1991,"shrub",4,22.00,"Hazelnut"
771,1992,"shrub",4,22.00,"Hazelnut"
771,1993,"shrub",4,12.00,"Balsam Fir"
771,1994,"shrub",4,12.00,"Balsam Fir"
772,1991,"shrub",4,746.00,"Quaking Aspen"
772,1992,"shrub",4,34.00,"Honeysuckle"
772,1993,"shrub",4,746.00,"Quaking Aspen"
773,1991,"shrub",4,316.00,"Red Maple"
773,1992,"shrub",4,316.00,"Red Maple"
773,1993,"shrub",4,12.00,"Balsam Fir"
774,1991,"shrub",4,319.00,"Mountain Maple"
774,1992,"shrub",4,319.00,"Mountain Maple"
774,1993,"shrub",4,746.00,"Quaking Aspen"
775,1991,"shrub",4,22.00,"Hazelnut"
775,1992,"shrub",4,6.00,"Juneberry"
775,1993,"shrub",4,951.00,"Basswood"
775,1994,"shrub",4,951.00,"Basswood"
776,1992,"shrub",4,746.00,"Quaking Aspen"
776,1994,"shrub",4,12.00,"Balsam Fir"
777,1992,"shrub",4,935.00,"Mountain Ash"
777,1994,"shrub",4,319.00,"Mountain Maple"
778,1991,"shrub",4,746.00,"Quaking Aspen"
778,1992,"shrub",4,34.00,"Honeysuckle"
779,1991,"shrub",4,22.00,"Hazelnut"
779,1992,"shrub",4,22.00,"Hazelnut"
779,1993,"shrub",4,22.00,"Hazelnut"
779,1994,"shrub",4,12.00,"Balsam Fir"
780,1991,"shrub",4,543.00,"Black Ash"
780,1992,"shrub",4,54.00,"Blackberry"
781,1991,"shrub",4,316.00,"Red Maple"
781,1992,"shrub",4,319.00,"Mountain Maple"
781,1993,"shrub",4,12.00,"Balsam Fir"
781,1994,"shrub",4,746.00,"Quaking Aspen"
782,1991,"shrub",4,316.00,"Red Maple"
782,1992,"shrub",4,496.00,"Roundleaf Dogwood"
785,1992,"shrub",4,12.00,"Balsam Fir"
786,1992,"shrub",4,352.00,"Alder"
786,1994,"shrub",4,746.00,"Quaking Aspen"
787,1992,"shrub",4,34.00,"Honeysuckle"
788,1992,"shrub",4,55.00,"Red Raspberry"
788,1993,"shrub",4,352.00,"Alder"
788,1994,"shrub",4,319.00,"Mountain Maple"
789,1992,"shrub",4,12.00,"Balsam Fir"
791,1993,"shrub",4,496.00,"Roundleaf Dogwood"
792,1991,"shrub",4,12.00,"Balsam Fir"
792,1992,"shrub",4,34.00,"Honeysuckle"
792,1993,"shrub",4,12.00,"Balsam Fir"
793,1992,"shrub",4,319.00,"Mountain Maple"
793,1993,"shrub",4,75.00,"Arrowood"
795,1992,"shrub",4,12.00,"Balsam Fir"
795,1993,"shrub",4,496.00,"Roundleaf Dogwood"
796,1992,"shrub",4,12.00,"Balsam Fir"
796,1993,"shrub",4,25.00,"Bush Honeysuckle"
796,1994,"shrub",4,12.00,"Balsam Fir"
798,1991,"shrub",4,32.00,"Labrador Tea"
798,1993,"shrub",4,95.00,"Black Spruce"
799,1992,"shrub",4,95.00,"Black Spruce"
800,1993,"shrub",4,71.00,"Tamarack"
801,1992,"shrub",4,55.00,"Red Raspberry"
802,1991,"shrub",4,105.00,"Jack Pine"
802,1993,"shrub",4,71.00,"Tamarack"
803,1992,"shrub",4,920.00,"Willow"
803,1993,"shrub",4,71.00,"Tamarack"
803,1994,"shrub",4,74.00,"Blueberry sp."
804,1992,"shrub",4,32.00,"Labrador Tea"
804,1993,"shrub",4,105.00,"Jack Pine"
805,1994,"shrub",4,95.00,"Black Spruce"
808,1992,"shrub",4,743.00,"Bigtooth Aspen"
809,1991,"shrub",4,763.00,"Chokecherry"
809,1992,"shrub",4,746.00,"Quaking Aspen"
809,1994,"shrub",4,316.00,"Red Maple"
810,1991,"shrub",4,316.00,"Red Maple"
810,1992,"shrub",4,746.00,"Quaking Aspen"
810,1994,"shrub",4,12.00,"Balsam Fir"
811,1991,"shrub",4,375.00,"Paper Birch"
811,1993,"shrub",4,12.00,"Balsam Fir"
812,1991,"shrub",4,763.00,"Chokecherry"
812,1992,"shrub",4,935.00,"Mountain Ash"
812,1994,"shrub",4,12.00,"Balsam Fir"
813,1992,"shrub",4,22.00,"Hazelnut"
814,1992,"shrub",4,316.00,"Red Maple"
814,1994,"shrub",4,95.00,"Black Spruce"
815,1993,"shrub",4,241.00,"Northern White Cedar"
815,1994,"shrub",4,32.00,"Labrador Tea"
816,1991,"shrub",4,129.00,"White Pine"
817,1993,"shrub",4,125.00,"Red Pine"
817,1994,"shrub",4,12.00,"Balsam Fir"
818,1991,"shrub",4,920.00,"Willow"
818,1994,"shrub",4,316.00,"Red Maple"
819,1994,"shrub",4,375.00,"Paper Birch"
821,1991,"shrub",4,352.00,"Alder"
821,1993,"shrub",4,763.00,"Chokecherry"
822,1993,"shrub",4,763.00,"Chokecherry"
822,1994,"shrub",4,53.00,"Wild Rose"
823,1993,"shrub",4,763.00,"Chokecherry"
823,1994,"shrub",4,920.00,"Willow"
824,1993,"shrub",4,763.00,"Chokecherry"
824,1994,"shrub",4,77.00,"Vibernum sp."
825,1993,"shrub",4,763.00,"Chokecherry"
826,1991,"shrub",4,316.00,"Red Maple"
826,1993,"shrub",4,12.00,"Balsam Fir"
827,1993,"shrub",4,920.00,"Willow"
828,1991,"shrub",4,22.00,"Hazelnut"
828,1993,"shrub",4,22.00,"Hazelnut"
829,1994,"shrub",4,920.00,"Willow"
830,1993,"shrub",4,746.00,"Quaking Aspen"
831,1991,"shrub",4,920.00,"Willow"
831,1993,"shrub",4,12.00,"Balsam Fir"
832,1993,"shrub",4,746.00,"Quaking Aspen"
833,1991,"shrub",4,352.00,"Alder"
837,1991,"shrub",4,375.00,"Paper Birch"
838,1991,"shrub",4,375.00,"Paper Birch"
838,1992,"shrub",4,746.00,"Quaking Aspen"
838,1993,"shrub",4,74.00,"Blueberry sp."
839,1992,"shrub",4,12.00,"Balsam Fir"
840,1991,"shrub",4,375.00,"Paper Birch"
840,1992,"shrub",4,22.00,"Hazelnut"
841,1991,"shrub",4,352.00,"Alder"
841,1992,"shrub",4,935.00,"Mountain Ash"
843,1991,"shrub",4,935.00,"Mountain Ash"
843,1992,"shrub",4,746.00,"Quaking Aspen"
843,1993,"shrub",4,352.00,"Alder"
844,1991,"shrub",4,920.00,"Willow"
844,1992,"shrub",4,94.00,"White Spruce"
844,1993,"shrub",4,6.00,"Juneberry"
847,1991,"shrub",4,319.00,"Mountain Maple"
851,1991,"shrub",4,935.00,"Mountain Ash"
851,1993,"shrub",4,935.00,"Mountain Ash"
853,1992,"shrub",4,763.00,"Chokecherry"
854,1992,"shrub",4,935.00,"Mountain Ash"
855,1993,"shrub",4,935.00,"Mountain Ash"
856,1992,"shrub",4,319.00,"Mountain Maple"
858,1991,"shrub",4,496.00,"Roundleaf Dogwood"
859,1991,"shrub",4,352.00,"Alder"
859,1992,"shrub",4,497.00,"Red Osier Dogwood"
859,1993,"shrub",4,94.00,"White Spruce"
860,1991,"shrub",4,55.00,"Red Raspberry"
860,1993,"shrub",4,59.00,"Red-berried Elder"
861,1991,"shrub",4,935.00,"Mountain Ash"
861,1993,"shrub",4,59.00,"Red-berried Elder"
862,1993,"shrub",4,55.00,"Red Raspberry"
863,1991,"shrub",4,543.00,"Black Ash"
863,1992,"shrub",4,22.00,"Hazelnut"
864,1991,"shrub",4,375.00,"Paper Birch"
864,1992,"shrub",4,319.00,"Mountain Maple"
865,1991,"shrub",4,12.00,"Balsam Fir"
866,1991,"shrub",4,743.00,"Bigtooth Aspen"
866,1992,"shrub",4,22.00,"Hazelnut"
866,1993,"shrub",4,22.00,"Hazelnut"
867,1991,"shrub",4,375.00,"Paper Birch"
867,1992,"shrub",4,701.00,"Ironwood, Hop-Hornbeam"
867,1993,"shrub",4,94.00,"White Spruce"
870,1993,"shrub",4,12.00,"Balsam Fir"
872,1991,"shrub",4,543.00,"Black Ash"
876,1991,"shrub",4,12.00,"Balsam Fir"
876,1992,"shrub",4,935.00,"Mountain Ash"
877,1991,"shrub",4,12.00,"Balsam Fir"
878,1991,"shrub",4,823.00,"Burr Oak"
879,1993,"shrub",4,12.00,"Balsam Fir"
881,1993,"shrub",4,15.00,"Leatherleaf"
883,1992,"shrub",4,318.00,"Sugar Maple"
883,1993,"shrub",4,34.00,"Honeysuckle"
884,1992,"shrub",4,32.00,"Labrador Tea"
884,1993,"shrub",4,32.00,"Labrador Tea"
887,1992,"shrub",4,22.00,"Hazelnut"
887,1993,"shrub",4,54.00,"Blackberry"
888,1992,"shrub",4,935.00,"Mountain Ash"
890,1991,"shrub",4,935.00,"Mountain Ash"
890,1992,"shrub",4,55.00,"Red Raspberry"
890,1993,"shrub",4,763.00,"Chokecherry"
891,1992,"shrub",4,12.00,"Balsam Fir"
892,1992,"shrub",4,25.00,"Bush Honeysuckle"
893,1992,"shrub",4,543.00,"Black Ash"
894,1992,"shrub",4,55.00,"Red Raspberry"
894,1993,"shrub",4,316.00,"Red Maple"
895,1991,"shrub",4,12.00,"Balsam Fir"
895,1992,"shrub",4,763.00,"Chokecherry"
895,1993,"shrub",4,12.00,"Balsam Fir"
